section,exercise_number,mode,exercise_text,graphic,a-C++,b-C++,c-C++,d-C++,e-C++,f-C++,a-C,b-C,c-C,d-C,e-C,f-C,a-Pascal,b-Pascal,c-Pascal,d-Pascal,e-Pascal,f-Pascal,answer,solution
Varianta 10,10.13.,Single,"Se consideră declarările:
\begin{verbatim}
Limbajul C++/ Limbajul C
char s[30]=""bacaacbc"";
char t[3][3]={""ab"",""ac"",""bc""};
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
var i:word;
s:string[30];
t:array[0..2]of string[3];
\end{verbatim}
Precizați ce se va afișa după executarea secvenței de program de mai jos.
\begin{verbatim}
Limbajul C++/ Limbajul C
for(int i=0;i<3;i++)
    if (!strstr(s,t[i]))
        strcat(s,t[2-i]);
    else cout<<t[i]; | printf(""%s"",t[i]);
cout<<strlen(s); | printf(""%d"",strlen(s));
cout<<s; | printf(""%s"",s);
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
s:='bacaacbc';t[0]:='ab';t[1]:='ac';t[2]:='bc';
for i:=0 to 2 do
        if pos(t[i],s)=0 then s:=s+t[2-i]
        else write(t[i]);
write(length(s));
write(s);
\end{verbatim}",N/A,secvența este incorectă sintactic,acbc8bacaacbc,acbc10bacaacbc,bcac10bacaacbcbc,acb10bacaacbcbc,acbc10bacaacbcbc,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,"Răspuns corect: f) \\
Indicații: Verificare directă.\\"
Varianta 10,10.14.,Single,"Subprogramul p este definit mai jos. Variabila a memorează un vector cu 100 de elemente numere întregi, aflate pe poziții numerotate de la o la 99. Precizaţi câte elemente divizibile cu 3 conține tabloul unidimensional a după executarea apelului $p(6, a)$.
\begin{verbatim}
Limbajul C++/ Limbajul C
void p(int k, int v[100])
{ int w[100];
    v[0]=w[0]=1;
    for(int i=1;i<=k;i++)
    {
        for(int j=0;j<=i;j++)
        {
            if(j==0) v[j]=1;
            else
            if(i==j) v[j]=1;
                else v[j]=w[j-1]+w[j];
        }
        for(int j=0;j<=i;j++)
            w[j]=v[j];
    }
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
type vector=array[0..99]of integer;
var a:vector;
procedure p(k:integer; var v:vector);
var w:vector; i,j:integer;
begin
    v[0]:=1; w[0]:=1;
    for i:=1 to k do begin
        for j:=0 to i do
            if j=0 then v[j]:=1
                else
    if i=j then v[j]:=1
        else v[j]:=w[j-1]+w[j];
    for j:=0 to i do w[j]:=v[j];
    end;
end;
\end{verbatim}",N/A,1,2,3,4,5,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d,"Răspuns corect: d) \\
Indicații: După executarea subprogramului, vectorul $a$ conține valorile (1,6,15,20,15,6,1).\\"
Varianta 10,10.15.,Single,"Variabilele $\mathbf{x}, \mathrm{n}, \mathbf{i}, \mathrm{b}, \mathrm{c}$ memorează numere naturale. Dacă inițial variabila b memorează valoarea 3 și variabila x memorează inițial valoarea 0 , indicaţi valoarea afișată de secvența de program următoare:
\begin{verbatim}
Limbajul C++/ Limbajul C
for(i=0;i<=99;i++)
{
    c=0,n=i;
    while(n>0)
    {
        c=c+n%b;
        n=n/b;
    }
    if(c>x) x=c;
}
cout<<x; l printf(""%d"",x);
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
for i:=0 to 99 do
    begin
        c:=0;n:=i;
        while n>0 do
            begin
            c:=c+n mod b;
            n:=n div b;
            end;
            if c>x then x:=c;
end;
write(x);
\end{verbatim}\",N/A,4,5,6,7,8,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,e,"Răspuns corect: e) \\
Indicații: Secvența determină suma cifrelor în baza $b=3$. Pentru a determina suma maximă, încercăm să considerăm cât mai multe cifre 2 (cifra maximă în baza 3): $2 * 1+2 * 3+2 * 9+2 * 27=80$.\\"
Varianta 11,11.1.,Single,"Precizaţi care este numărul elementelor egale cu 1 (pentru limbajul $\mathbf{C} / \mathbf{C}++$ )/true (pentru limbajul Pascal) aflate pe diagonala principală în urma executării secvenței de mai jos, în care a este un tablou bidimensional cu $\mathbf{n}$ linii și $\mathbf{n}$ coloane, iar $\mathbf{i}, \mathbf{j}$ sunt variabile de tip întreg.
\begin{verbatim}
Limbajul C++
for(i=n;i>=1;i--)
for(j=n;j>=1;j--)
    a[i][j]=(i==j);
\end{verbatim}
\begin{verbatim}
Limbajul C
for(i=n;i>=1;i--)
for(j=n;j>=1;j--)
    a[i][j]=(i==j);
Limbajul  Pascal 
for i:=n downto 1 do 
for j:=n downto 1 do 
 a[i,j]:=(i=j); 
\end{verbatim}",N/A,nu poate fi calculat,$n^{2}$,$\mathrm{n}-1$,$n^{2}-1$,$n$,$(\mathrm{n}+1) * \mathrm{n} / 2$,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,e,Răspuns corect: e) \\
Varianta 11,11.2.,Single,"Precizaţi care este complexitatea algoritmului de interclasare a două șiruri, cu m și respectiv n numere naturale ( $\mathrm{n} \leq \mathrm{m}$ ).",N/A,"$O(\max (m, n))$","$O(\min (m, n))$",$O(m+n)$,$O(m * n)$,$O\left(\operatorname{llog}_{2}(n)\right)$,$O\left(\mathrm{nlog}_{2}(\mathrm{~m})\right)$,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,c,Răspuns corect: c) \\
Varianta 11,11.3.,Single,"Indicaţi care dintre următoarele secvențe de program calculează în variabila nr, în mod corect și eficient ca timp de executare, numărul cuburilor naturale perfecte mai mici sau egale decât $\mathbf{n}$ (număr natural cunoscut).",N/A,"\begin{verbatim}
Limbajul C++
int n,nr=0,i;
cin>>n;
for(i=1;i<=n;i++)
if(i*i*i<=n)
nr++;
cout<<nr;
Limbajul C 
int n,nr=0,i; 
scanf(""%d"",&n); 
for(i=1;i<=n;i++) 
if(i*i*i<=n) 
nr++; 
printf(""%d"",nr);
Limbajul  Pascal 
var n,i,nr:integer;  
BEGIN  
readln(n); 
nr:=0; 
 for i:=1 to n do 
if i*i*i<=n then 
nr:=nr+1; 
writeln(nr);  
END.
\end{verbatim}","\begin{verbatim}
Limbajul C++
int n,nr=0,i,j;
cin>>n;
for(i=1;i<=n;i++)
for(j=1;j<=i;j++)
if(j*j*j==i)
nr++;
cout<<nr;
Limbajul C 
int n, nr=0, j, i; 
scanf(""%d"",&n); 
for(i=1;i<=n;i++) 
for(j=1;j<=i;j++) 
if(j*j*j==i) 
nr++; 
printf(""%d"",nr);
Limbajul  Pascal 
var 
n,nr,i,j:integer;  
BEGIN  
readln(n);nr:=0; 
for i:=1 to n do 
for j:=1 to i do 
if j*j*j=i then 
nr:=nr+1; 
writeln(nr);  
END.
\end{verbatim}","\begin{verbatim}
Limbajul C++ 
int n,nr; 
cin>>n; 
nr=(int)exp(1/2.0* 
log(n)); 
cout<<nr;
Limbajul C 
int n,nr; 
scanf(""%d"",&n); 
nr=(int)exp(1/2.0* 
log(n)); 
printf(""%d"",nr);
Limbajul  Pascal 
var n,nr:integer;  
BEGIN  
readln(n);  
nr:=trunc(exp(1/2* 
ln(n)));  
writeln(nr);  
END.
\end{verbatim}","\begin{verbatim}
Limbajul  C++ 
int n, nr; 
cin>>n; nr=n*n*(n+1)*(n+1)/4; 
cout<<nr;
Limbajul C 
int n, nr; 
scanf(""%d"",&n); nr=n*n*(n+1)*(n+1)/4; 
printf(""%d"",nr);
Limbajul  Pascal 
var n, nr:integer;  
BEGIN  
readln(n);  nr:=n*n*(n+1)*(n+1)div 4;  
writeln(nr);  
END.
\end{verbatim}","\begin{verbatim}
Limbajul  C++ 
int n, nr; 
cin>>n; nr=n*n*(n+1)*(n+1)/6; 
cout<<nr;
Limbajul C 
int n, nr; 
scanf(""%d"",&n); nr=n*n*(n+1)*(n+1)/6; 
printf(""%d"",nr);
Limbajul  Pascal 
var n, nr:integer;  
BEGIN  
readln(n);  nr:=n*n*(n+1)*(n+1)div 6;  
writeln(nr);  
END.
\end{verbatim}","\begin{verbatim}
Limbajul  C++ 
int n, nr; 
cin>>n; 
nr=(int)exp(1/3.0* 
log(n)); 
cout<<nr;
Limbajul C 
int n, nr; 
scanf(""%d"",&n); 
nr=(int)exp(1/3.0* 
log(n)); 
printf(""%d"",nr);
Limbajul  Pascal 
var n, nr:integer;  
BEGIN  
readln(n);  
nr:=trunc(exp(1/3* 
ln(n)));  
writeln(nr);  
END.
\end{verbatim}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,"Răspuns corect: f) \\
Indicație: Este suficient să fie calculat radical de ordinul 3 din $n$ pentru a afla câte cuburi mai mici sau egale decât $n$ există.\\"
Varianta 11,11.4.,Single,"Se definește funcția:
$M_{n}^{k}=\left{\begin{array}{c}M_{n-1}^{k}+k * M_{n-1}^{k-1} \text { pentru } k>0",N/A,produsul cartezian,numărul submulțimilor,"afișarea tuturor aranjamentelor mulțimii ${1,2, . . . n}$ luate câte $\mathbf{k}$ $\mathbf{k}$ elemente ale unei mulțimi",numărul submulțimilor cu k elemente ale unei mulțimi cu n elemente,"afișarea tuturor combinărilor mulțimii {1,2,..,n} luate câte k",nici una dintre variante,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d,Răspuns corect: d) \\
Varianta 11,11.5.,Single,"Indicaţi care este efectul prelucrării secvenței de program de mai jos, pentru $\mathbf{x}, \mathbf{y}$ numere naturale cu $\mathbf{x} \leq \mathbf{y}$ :
\begin{verbatim}
Limbajul C++
int f(int x,int
y) {
if(x==y) return x;
else if(x>y)
return x-1;
else
return
    f(++x,--y);}
int main()
{int x, y;
cin>>x>>y;
    cout<<f(x,y);
return 0;}
\end{verbatim}
\begin{verbatim}
Limbajul C
int f(int x,int
y) {
if(x==y) return x;
else if(x>y)
return x-1;
else
return
f(++x,--y) ;}
int main()
{int x, y;
scanf(""%d%d"",&x,&y);
printf(""%d"",f(x,y));
return 0;}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
var x,y:integer;
function
f(x,y:integer):integ
er;
begin
if x=y then f:=x
else
if x>y then f:=x-1
else
f:=f(succ(x),pred(y))
end;
begin
readln(x,y);
writeln(f(x,y));
end.
\end{verbatim}
S-a notat cu [a] partea întreagă a numărului a și cu |a-b|, modulul diferenței a-b.",N/A,$\mathbf{x}+\mathbf{y}$,$[y-x]$,$|y-x|$,$\mathbf{x}^{y}$,$[(x+y) / 2]$,$y^{x}$,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,e,Răspuns corect: e) \\
Varianta 11,11.6.,Single,"Indicaţi care este valoarea inițială a variabilei a dacă, în urma executării secvenței următoare de program, s-a afișat valoarea 6.
\begin{verbatim}
Limbajul C++
int a=... ,n;
n=16327;
while(n!=0)
{
switch(n%10) {
case 0: case 2: case
4:case 6: case 8:
a=a+n%2;break;
case 1: case 3: case
5:case 7: case 9:
a=a-n%2; break;}
n=n/10;
}
cout<<<a<<endl;
\end{verbatim}
\begin{verbatim}
Limbajul C
    int a=... ,n;
n=16327;
while(n!=0)
{
switch(n%10) {
case 0: case 2:
case 4:case 6:
case 8:
a=a+n%2;break;
case 1: case 3:
case 5:case 7:
case 9: a=a-n%2;
break;}
n=n/10;
}
printf(""%d"",a);
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
var n,a:integer;
BEGIN
a:=...;
n:=16327;
while n>0 do
begin
case n mod 10 of
0,2,4,6,8:
a:=a+n mod 2;
1,3,5,7,9:
a:=a-n mod 2;
end;
n:=n div 10;
end;
writeln(a);
END.
\end{verbatim}",N/A,8,nici una dintre variante variante,9,13,10,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,c,Răspuns corect: c) \\
Varianta 11,11.7.,Single,Fie un graf neorientat conex cu $\mathbf{4 0}$ de noduri și $\mathbf{7 0}$ de muchii. Precizați numărul maxim de muchii care pot fi eliminate astfel încât graful să rămână conex:,N/A,31,30,1,0,39,35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a,"Răspuns corect: a) \\
Indicație: Pentru ca un graf neorientat cu $n$ noduri să fie conex, numărul minim de muchii necesare este $n-1$.\\"
Varianta 11,11.8.,Single,Precizați numărul grafurilor orientate complete cu noduri care pot fi construite:,N/A,$4^{n \star(n-1) / 2}$,$4^{n}(\mathrm{n}+1) / 2$,$3^{n \star(n+1) / 2}$,$\mathbf{4}^{\mathrm{n} / 2}$,$2^{\mathrm{n}^{\star}(\mathrm{n}-1) / 2}$,$3^{n \star(n-1) / 2}$,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,Răspuns corect: f) \\
Varianta 11,11.9.,Single,Precizați care din următoarele șiruri de numere nu poate reprezenta gradele vârfurilor unui arbore.,N/A,2 2 1 1,4 1 1 2 1 1,1 2 1,1 1 1 2 1 5,1 1 1 2 1 4,1 2 1 2 1 3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d,"Răspuns corect: d) \\
Indicație: Suma gradelor nu trebuie sa fie egală cu $2n-2$ ($n$=numărul vârfurilor)\\"
Varianta 11,11.10.,Single,"Precizați care este valoarea produsă de subprogramului $\mathbf{f}$ definit mai jos, în urma apelului $\mathbf{f ( s )}$, atunci când parametrul $\mathbf{s}$ primește șirul de caractere: 123abc4567
\begin{verbatim}
Limbajul C++
int f( char s[100])
{int i, nr=0, n=strlen(s);
for(i=0;s[i]>='0'&&s[i]<='9';i++)
    nr=nr*10+s[n-i-1]-'0';
return nr;}
\end{verbatim}
\begin{verbatim}
Limbajul C
int f( char s[100])
{int nr=0,i,n;
n=strlen(s);
for(i=0;s[i]>='0'&&s[i]<='9';i++)
    nr=nr*10+s[n-i-1]-'0';
    return nr;}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
function f(s:String):longint;
var n,nr,i:longint ;
begin
n:=Length(s);nr:=0;i:=1;
while (s[i]>='0') and (s[i]<='9') do
begin
nr:=10*nr+ord(s[n-i+1])-ord('0');
i:=i+1;
end;f:=nr;
end;
\end{verbatim}",N/A,1234567,123,456,321,765,7654,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,e,Răspuns corect: e) \\
Varianta 11,11.11.,Single,"Precizați care este suma calculată în urma apelului $f(1, n)$ al subprogramului $f$ definit mai jos, unde $n$ este un număr natural cunoscut:
\begin{verbatim}
Limbajul C++
int f(int i, int n)
{
    if(i<=3*n)
        if(i%3!=0)
            return f(i+1,n);
        else
            return i+f(i+1,n);
        else return 0;
}
\end{verbatim}
\begin{verbatim}
Limbajul C
int f(int i, int n)
{
    if(i<=3*n)
        if(i%3!=0)
            return f(i+1,n);
        else
            return i+f(i+1,n);
    else return 0;
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
function f(i,n:integer):integer;
begin
if i<=3*n then
    if i mod 3 =0 then
        f:=f(i+1,n)+i
    else f:=f(i+1,n)
else f:=0
end;
\end{verbatim}",N/A,$\sum_{i=1}^{3 n} i$,$\sum_{i=1}^{n} 3 * i$,$\sum_{i=1}^{n} * i$,$\sum_{i=1}^{n}(i+3)$,$\sum_{i=1}^{n} i / 3$,$\sum_{i=1}^{n / 3} i$,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,b,"Răspuns corect: b) \\
Indicație: La sumă se adună doar numerele divizibile cu 3, iar condiția de oprire a recursivității este când $i$ este egal cu $3*n$.\\"
Varianta 11,11.12.,Single,"Utilizând metoda backtracking, se generează toate posibilitățile de a forma șiruri din trei cuvinte distincte din mulțimea {examen, reușit, promovat, nota, felicitări}. Primele trei soluții sunt: examen reușit promovat; examen reușit nota; examen reușit felicitări. Indicați care este soluția generată înainte de felicitări examen reușit.",N/A,nota examen felicitări,nota felicitări promovat,felicitări examen promovat,examen promovat felicitări,felicitări nota examen,promovat examen felicitări,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,b,Răspuns corect: b) \\
Varianta 11,11.13.,Single,"Dacă pentru variabila a se citește valoarea 11, precizați câte valori pot fi citite pentru variabila b astfel încât în urma apelului $\mathbf{f}(\mathbf{a}, \mathbf{b})$, subprogramul $\mathbf{f}$ de finit mai jos să producă valoarea 10.
\begin{verbatim}
Limbajul C++
int f(int a,int b)
{ if(a==b)
        return a%2;
    else
return
f(a,(a+b)/2)+f((a+b)/2+1,b); }
\end{verbatim}
\begin{verbatim}
Limbajul C
int f(int a,int b)
{ if(a==b)
        return a%2;
    else
return
f(a, (a+b)/2) +f((a+b)/2+1,b) ;}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
function f(a,b:integer):integer;
begin
if a=b then f:=a mod 2
else
f:=f(a,(a+b) div 2) +f((a+b) div 2+1,b);
end;
\end{verbatim}",N/A,2,1,0,3,4,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a,"Răspuns corect: a) \\
Indicație: Pentru $\mathrm{b}=29$ și $\mathrm{b}=30$. Subprogramul calculează numărul valorilor naturale impare din intervalul [a, b].\\"
Varianta 11,11.14.,Single,"Indicați pentru ce valori ale lui $\mathbf{n}$ și $\mathbf{p}$, valoarea variabilei întregi $\mathbf{x}$ este 164 , în urma apelului $f(1)$ al subprogramului $f$ definit mai jos.
\begin{verbatim}
Limbajul C++
int s[100],n,p,x;
void f(int k)
{ int i;
    if(k==p+1) x++;
else 
if(k==1) 
for(i=1;i<=n;i++) f(k+1); 
    else 
for(i=1+s[k-1];i<=n;i++) 
    {  s[k]=i;f(k+1); }}
\end{verbatim}
\begin{verbatim}
Limbajul C
int s[100],n,p,x;
void f(int k)
{ int i;
    if(k==p+1) x++;
else 
if(k==1) 
for(i=1;i<=n;i++) f(k+1); 
    else 
 for(i=1+s[k-1];i<=n;i++) 
    {  s[k]=i;f(k+1); }}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal 
type vector=array[1..100] of integer; 
var n,p,x:integer; 
s: vector; 
procedure f(k:integer); 
var i,i1:integer; 
begin 
if k=p+1 then x:=x+1 
else 
if  k=1 then 
for i1:=1 to n do 
begin 
s[k]:=i1; f(k+1); 
end 
else 
for i:=1+s[k-1] to n do 
begin 
s[k]:=i; f(k+1); 
end; end;
\end{verbatim}",N/A,82 și 2,164 și 1,328 și 4,41 si 123,41 și,81 și 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,b,"Răspuns corect: b) \\
Indicație: Calculează $C_{n}^{k}$.\\"
Varianta 11,11.15.,Single,"Precizați care este valoarea produsă de subprogramul $f$, definit mai jos, în urma apelului f(1999, 7) .
\begin{verbatim}
Limbajul C++
int f(int x, int n)
{if(n)
if(n%2==0)
return (f(x,n/2)*f(x,n/2)) % 10;
else
return (x*f(x,n-1))%10;
    else
return 1;}
\end{verbatim}
\begin{verbatim}
Limbajul C
int f(int x, int n)
{if(n)
    if(n%2==0)
return
(f(x,n/2)*f(x,n/2))%10;
else
return (x*f(x,n-1))%10;
    else
return 1;}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
function f(x,n:integer):integer;
begin
if n=0 then f:=1
else
if n mod 2=0 then
f:=(f(x,n div 2)*f(x,n div 2)) mod 10
else
    f:=(x*f(x,n-1)) mod 10;
end;
\end{verbatim}",N/A,798800599919,9,nu poate fi calculată valoarea,1,0,28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,b,"Răspuns corect: b) \\
Indicație: Calculează ultima cifră a lui $x^{y}$.\\"
Varianta 12,12.1.,Single,"Precizați care este numărul muchiilor care trebuie adăugate, îtr-un graf neorientat conex care are $\mathbf{n}$ noduri și $\mathrm{n}-1$ muchii ( n număr natural cunoscut), pentru a deveni complet:",N/A,$n *(n-1) / 2$,$(n-1) *(n-2) / 2$,$n$,$(\mathrm{n}+1) * \mathrm{n} / 2$,0,$n-1$,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,b,"Răspuns corect: b) \\
Indicație: Numărul muchiilor unui graf neorientat complet este $n *(n-1) / 2$.\\"
Varianta 12,12.2.,Single,"În secvenţa următoare $\mathbf{i}, \mathbf{j}$ şi $\mathbf{n}$ sunt variabile întregi, iar a este un tablou bidimensional format din $\mathbf{n}$ linii şi $\mathbf{n}$ coloane numerotate de la 1 la $\mathbf{n}$. Indicați care este suma elementelor de pe diagonala secundară a tabloului a, în urma executării acestei secvențe.
\begin{verbatim}
Limbajul C++ 
for(i=1; i<=n; i++) 
    for(j=1; j<=n; j++) 
        a[i][j] = (i+j)% n;
Limbajul C 
for(i=1; i<=n; i++) 
    for(j=1; j<=n; j++) 
    a[i][j] = (i+j)% n;
Limbajul Pascal 
for i:=1 to n do 
    for j:=1 to n do 
        a[i,j]:=(i+j) mod n;
\end{verbatim}",N/A,$n$,$n-1$,nu se poate calcula,$(n+1) * n / 2$,$n^{2}$,$n * n$,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a,"Răspuns corect: a) \\
Indicație: Condiția ca un element să se situeze pe diagonala secundară a unui tablou bidimensional este $\mathrm{i}+\mathrm{j}=\mathrm{n}+1$, unde $\mathrm{i}$, $\mathrm{j}$ reprezintă indicii de linie ș̦i coloană ai elementului.\\"
Varianta 12,12.3.,Single,"Indicați care dintre următoarele secvențe de program calculează în variabila nr, în mod corect și eficient ca timp de executare, suma primelor n cuburi naturale perfecte nenule ( $n$ număr natural cunoscut).",N/A,"\begin{verbatim}
Limbajul C++
int n, nr=0, i;
cin>>n;
for(i=1;i<=n;i++)
if(i*i*i<=n)
nr+=i*i*i;
cout<<nr;
Limbajul C 
int n, nr=0, i; 
scanf(""%d"",&n); 
for(i=1;i<=n;i++) 
if(i*i*i<=n) 
nr+=i*i*i; 
 printf(""%d"",nr);
Limbajul Pascal 
var n, 
nr,i:integer;  
BEGIN  
readln(n); 
nr:=0; 
 for i:=1 to n do 
if i*i*i<=n then 
nr:=nr+i*i*i; 
writeln(nr);  
END.
\end{verbatim}","\begin{verbatim}
Limbajul C++ 
int n, nr=0, i, j; 
cin>>n; 
for(i=1;i<=n;i++) 
for(j=1;j<=i;j++) 
if(j*j*j==i) 
nr+=i*i*i; 
cout<<nr;
Limbajul C 
int n, nr=0, i, j; 
scanf(""%d"",&n); 
for(i=1;i<=n;i++) 
for(j=1;j<=i;j++) 
if(j*j*j==i) 
nr+=i*i*i; 
printf(""%d"",nr);
Limbajul Pascal 
var n, i, j 
nr:integer;  
BEGIN  
readln(n);nr:=0; 
for i:=1 to n do 
for j:=1 to i do 
if j*j*j=i then 
nr:=nr+i*i*i; 
writeln(nr);  
END.
\end{verbatim}","\begin{verbatim}
Limbajul C++ 
int n, nr;
cin>>n; 
nr=(int)exp(1/3.0* 
log(n)); 
cout<<nr;
Limbajul C 
int n, nr;
scanf(""%d"",&n); 
nr=(int)exp(1/3.0* 
log(n))); 
printf(""%d"",nr);
Limbajul Pascal 
var n, nr:integer;
BEGIN  
readln(n);  
nr:=trunc(exp(1/3* 
ln(n)));  
writeln(nr);  
END.
\end{verbatim}","\begin{verbatim}
Limbajul C++ 
int n, nr; 
cin>>n; nr=n*n*(n+1)*(n+1)/4; 
cout<<nr;
Limbajul C 
int n, nr; 
scanf(""%d"",&n); nr=n*n*(n+1)*(n+1)/4; 
printf(""%d"",nr);
Limbajul Pascal 
var n, nr:integer;  
BEGIN  
readln(n);  
nr:=n*n*(n+1)*(n+1) 
div 4;  
writeln(nr);  
END. 
\end{verbatim}","\begin{verbatim}
Limbajul C++ 
int n, nr; 
cin>>n; 
nr=(int)exp(1/2.0* 
log(n)); 
cout<<nr;
Limbajul C 
int n, nr; 
scanf(""%d"",&n); 
nr=(int)exp(1/2.0* 
log(n))); 
printf(""%d"",nr);
Limbajul Pascal 
var n, nr:integer;  
BEGIN  
readln(n);  
nr:=trunc(exp(1/2* 
ln(n)));  
writeln(nr); 
END.
\end{verbatim}","\begin{verbatim}
Limbajul C++ 
int n, nr; 
cin>>n; nr=n*n*(n+1)*(n+1)/6; 
cout<<nr;
Limbajul C 
int n, nr; 
scanf(""%d"",&n); nr=n*n*(n+1)*(n+1)/6; 
printf(""%d"",nr);
Limbajul Pascal 
var n, nr:integer;  
BEGIN  
readln(n);  
nr:=n*n*(n+1)*(n+1) 
div 6;  
writeln(nr);  
END.
\end{verbatim}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d,Răspuns corect: d) \\
Varianta 12,12.4.,Single,Se definește recursiv o funcție care calculează numărul combinărilor de $\mathbf{n}$ luate câte $\mathbf{k}$ astfel: $\quad C_{n}^{k}=\left{\begin{array}{c}\frac{n-k+1}{k} * C_{n}^{k-1} \text { pentru } k>0,N/A,$n$,$k$,$\mathbf{k - 1}$,$n+1$,$\mathrm{n}+\mathbf{k}$,$k+1$,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,Răspuns corect: f) \\
Varianta 12,12.5.,Single,Precizați numărul circuitelor care trec prin toate nodurile unui graf orientat tare conex cu n noduri ( n număr natural cunoscut).,N/A,cel puțin 1,exact 1,0,cel mult 1,exact n-2,exact $\mathbf{n + 1}$,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a,Răspuns corect: a) \\
Varianta 12,12.6.,Single,"Precizați ce afișează următoarea secvență de program:
\begin{verbatim}
Limbajul C++
    int a=0,n;
            cin>>n;
        do
{
switch(n%10)
{
    case 0: case 2:
case 4:case 6:
case 8:
a=a-(n%2) *(n%10);
break;
case 1: case 3:
case 5:case 7: case
9:
a=a+(n%2) *(n%10);
break;
}
n=n/10;
} while(n!=0);
cout<<a<<endl;
\end{verbatim}
\begin{verbatim}
Limbajul C
int a=0,n;
scanf(""%d"",&n);
    do
    {
switch(n%10)
{
    case 0: case 2:
case 4:case 6:
case 8:
a=a-(n%2) *(n%10);
break;
    case 1: case 3:
case 5:case 7: case
9:
a=a+(n%2) *(n%10);
break;
}
n=n/10;
} while(n!=0);
printf(""%d"",a);
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
var n,a:integer;
BEGIN
a:=0;
readln(n);
while n>0 do
begin
case n mod 10 of
0,2,4,6,8:
a:=a-(n mod 2)*
(n mod 10);
1,3,5,7,9:
    a:=a+(n mod 2)*
(n mod 10);
end;
n:=n div 10;
end;
        writeln(a);
END.
\end{verbatim}",N/A,suma cifrelor numărului $n$,numărul  cifrelor  impare din numărul n,diferența  dintre  suma cifrelor  pare  și  suma cifrelor impare din numărul n,numărul cifrelor prime din numărul n,suma  cifrelor  impare  din numărul n,diferența  dintre  suma cifrelor  impare  și  suma cifrelor pare din numărul n,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,e,Răspuns corect: e) \\
