"section","exercise_number","mode","exercise_text","graphic","a-C++","b-C++","c-C++","d-C++","e-C++","f-C++","a-C","b-C","c-C","d-C","e-C","f-C","a-Pascal","b-Pascal","c-Pascal","d-Pascal","e-Pascal","f-Pascal"
"Varianta 12","12.1.","Single","Precizați care este numărul muchiilor care trebuie adăugate, îtr-un graf neorientat conex care are $\mathbf{n}$ noduri și $\mathrm{n}-1$ muchii ( n număr natural cunoscut), pentru a deveni complet:","N/A","$n *(n-1) / 2$","$(n-1) *(n-2) / 2$","$n$","$(\mathrm{n}+1) * \mathrm{n} / 2$","0","$n-1$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 12","12.2.","Single","În secvenţa următoare $\mathbf{i}, \mathbf{j}$ şi $\mathbf{n}$ sunt variabile întregi, iar a este un tablou bidimensional format din $\mathbf{n}$ linii şi $\mathbf{n}$ coloane numerotate de la 1 la $\mathbf{n}$. Indicați care este suma elementelor de pe diagonala secundară a tabloului a, în urma executării acestei secvențe.
\begin{verbatim}
Limbajul C++ 
for(i=1; i<=n; i++) 
    for(j=1; j<=n; j++) 
        a[i][j] = (i+j)% n;
Limbajul C 
for(i=1; i<=n; i++) 
    for(j=1; j<=n; j++) 
    a[i][j] = (i+j)% n;
Limbajul Pascal 
for i:=1 to n do 
    for j:=1 to n do 
        a[i,j]:=(i+j) mod n;
\end{verbatim}","N/A","$n$","$n-1$","nu se poate calcula","$(n+1) * n / 2$","$n^{2}$","$n * n$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 12","12.3.","Single","Indicați care dintre următoarele secvențe de program calculează în variabila nr, în mod corect și eficient ca timp de executare, suma primelor n cuburi naturale perfecte nenule ( $n$ număr natural cunoscut).","N/A","\begin{verbatim}
Limbajul C++
int n, nr=0, i;
cin>>n;
for(i=1;i<=n;i++)
if(i*i*i<=n)
nr+=i*i*i;
cout<<nr;
Limbajul C 
int n, nr=0, i; 
scanf(""%d"",&n); 
for(i=1;i<=n;i++) 
if(i*i*i<=n) 
nr+=i*i*i; 
 printf(""%d"",nr);
Limbajul Pascal 
var n, 
nr,i:integer;  
BEGIN  
readln(n); 
nr:=0; 
 for i:=1 to n do 
if i*i*i<=n then 
nr:=nr+i*i*i; 
writeln(nr);  
END.
\end{verbatim}","\begin{verbatim}
Limbajul C++ 
int n, nr=0, i, j; 
cin>>n; 
for(i=1;i<=n;i++) 
for(j=1;j<=i;j++) 
if(j*j*j==i) 
nr+=i*i*i; 
cout<<nr;
Limbajul C 
int n, nr=0, i, j; 
scanf(""%d"",&n); 
for(i=1;i<=n;i++) 
for(j=1;j<=i;j++) 
if(j*j*j==i) 
nr+=i*i*i; 
printf(""%d"",nr);
Limbajul Pascal 
var n, i, j 
nr:integer;  
BEGIN  
readln(n);nr:=0; 
for i:=1 to n do 
for j:=1 to i do 
if j*j*j=i then 
nr:=nr+i*i*i; 
writeln(nr);  
END.
\end{verbatim}","\begin{verbatim}
Limbajul C++ 
int n, nr;
cin>>n; 
nr=(int)exp(1/3.0* 
log(n)); 
cout<<nr;
Limbajul C 
int n, nr;
scanf(""%d"",&n); 
nr=(int)exp(1/3.0* 
log(n))); 
printf(""%d"",nr);
Limbajul Pascal 
var n, nr:integer;
BEGIN  
readln(n);  
nr:=trunc(exp(1/3* 
ln(n)));  
writeln(nr);  
END.
\end{verbatim}","\begin{verbatim}
Limbajul C++ 
int n, nr; 
cin>>n; nr=n*n*(n+1)*(n+1)/4; 
cout<<nr;
Limbajul C 
int n, nr; 
scanf(""%d"",&n); nr=n*n*(n+1)*(n+1)/4; 
printf(""%d"",nr);
Limbajul Pascal 
var n, nr:integer;  
BEGIN  
readln(n);  
nr:=n*n*(n+1)*(n+1) 
div 4;  
writeln(nr);  
END. 
\end{verbatim}","\begin{verbatim}
Limbajul C++ 
int n, nr; 
cin>>n; 
nr=(int)exp(1/2.0* 
log(n)); 
cout<<nr;
Limbajul C 
int n, nr; 
scanf(""%d"",&n); 
nr=(int)exp(1/2.0* 
log(n))); 
printf(""%d"",nr);
Limbajul Pascal 
var n, nr:integer;  
BEGIN  
readln(n);  
nr:=trunc(exp(1/2* 
ln(n)));  
writeln(nr); 
END.
\end{verbatim}","\begin{verbatim}
Limbajul C++ 
int n, nr; 
cin>>n; nr=n*n*(n+1)*(n+1)/6; 
cout<<nr;
Limbajul C 
int n, nr; 
scanf(""%d"",&n); nr=n*n*(n+1)*(n+1)/6; 
printf(""%d"",nr);
Limbajul Pascal 
var n, nr:integer;  
BEGIN  
readln(n);  
nr:=n*n*(n+1)*(n+1) 
div 6;  
writeln(nr);  
END.
\end{verbatim}","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 12","12.4.","Single","Se definește recursiv o funcție care calculează numărul combinărilor de $\mathbf{n}$ luate câte $\mathbf{k}$ astfel: $\quad C_{n}^{k}=\left{\begin{array}{c}\frac{n-k+1}{k} * C_{n}^{k-1} \text { pentru } k>0","N/A","$n$","$k$","$\mathbf{k - 1}$","$n+1$","$\mathrm{n}+\mathbf{k}$","$k+1$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 12","12.5.","Single","Precizați numărul circuitelor care trec prin toate nodurile unui graf orientat tare conex cu n noduri ( n număr natural cunoscut).","N/A","cel puțin 1","exact 1","0","cel mult 1","exact n-2","exact $\mathbf{n + 1}$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 12","12.6.","Single","Precizați ce afișează următoarea secvență de program:
\begin{verbatim}
Limbajul C++
    int a=0,n;
            cin>>n;
        do
{
switch(n%10)
{
    case 0: case 2:
case 4:case 6:
case 8:
a=a-(n%2) *(n%10);
break;
case 1: case 3:
case 5:case 7: case
9:
a=a+(n%2) *(n%10);
break;
}
n=n/10;
} while(n!=0);
cout<<a<<endl;
\end{verbatim}
\begin{verbatim}
Limbajul C
int a=0,n;
scanf(""%d"",&n);
    do
    {
switch(n%10)
{
    case 0: case 2:
case 4:case 6:
case 8:
a=a-(n%2) *(n%10);
break;
    case 1: case 3:
case 5:case 7: case
9:
a=a+(n%2) *(n%10);
break;
}
n=n/10;
} while(n!=0);
printf(""%d"",a);
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
var n,a:integer;
BEGIN
a:=0;
readln(n);
while n>0 do
begin
case n mod 10 of
0,2,4,6,8:
a:=a-(n mod 2)*
(n mod 10);
1,3,5,7,9:
    a:=a+(n mod 2)*
(n mod 10);
end;
n:=n div 10;
end;
        writeln(a);
END.
\end{verbatim}","N/A","suma cifrelor numărului $n$","numărul  cifrelor  impare din numărul n","diferența  dintre  suma cifrelor  pare  și  suma cifrelor impare din numărul n","numărul cifrelor prime din numărul n","suma  cifrelor  impare  din numărul n","diferența  dintre  suma cifrelor  impare  și  suma cifrelor pare din numărul n","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 12","12.7.","Single","Folosind metoda backtracking se generează toate șirurile formate din patru caractere distincte din mulțimea ${#, *, \&, @, \%$ }. Primele trei soluții sunt: #\textit{\&@, #}\&\%, #*@\&. Indicați care este soluția generată înainte de $\& *$ #@","N/A","$\& @ \%$ #","$\& # @ \%$","$\& # \%$ @","$* \& @ \%$","$* \& \%$ @","$\& @ # \%$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 12","12.8.","Single","Un graf orientat se numește turneu, dacă între oricare două vârfuri i şi j, ījj, există un singur arc. Precizați numărul grafurilor turneu cu n noduri ( n număr natural cunoscut).","N/A","$4^{n \star(n-1) / 2}$","$3^{n}(n-1) / 2$","$4^{n *(n+1) / 2}$","$2^{n \star(n-1) / 2}$","$2^{n \star(n+1) / 2}$","$3^{n \star(n+1) / 2}$
\","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 12","12.9.","Single","Precizați care din următoarele șiruri de numere poate reprezenta gradele vârfurilor unui arbore cu n noduri ( n număr natural cunoscut).","N/A","4 1 1 2 1 1","2 1 1 1","1 2 2","1 1 1 2 1 5","1 1 1","1 1 1 2 1 6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 12","12.10.","Single","Precizați care este valoarea produsă de subprogramul f, definit mai jos, în urma apelului $\mathrm{f}(\mathrm{s})$, atunci când variabila s memorează șirul de caractere: 123abc45678
\begin{verbatim}
Limbajul C++
int f( char s[100])
{int nr=0,i,n=strlen(s) ,p=1;
for(i=0;s[i]>='0'&&s[i]<='9'; i++)
    {nr=nr+p*(s[n-i-1]-'0');
        p*=10;}
return nr;
}
\end{verbatim}
\begin{verbatim}
Limbajul C
int f( char s[100])
{int nr=0,i,
n=strlen(s),p=1;
for(i=0;s[i]>='0'&&s[i]<='9'; i++)
{nr=nr+p*(s[n-i-1]-'0');
    p*=10;}
return nr;}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
function f(s:String):longint;
var n,nr,i,p:longint;
begin
n:=Length(s) ;nr:=0;i:=1;p:=1;
while (s[i]>='0') and (s[i]<='9') do
begin
nr:=nr+p*(ord(s[n-i+1])-ord('0'));
i:=i+1; p:=p*10;
end;f:=nr;
end;
\end{verbatim}","N/A","45678","123","876","678","654","876","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 12","12.11.","Single","În urma apelului $f(1, n)$ al subprogramului $f$ definit mai jos, este calculată valoarea sumei...:
\begin{verbatim}
Limbajul C++
float f(int i,int
n)
{ if(i<=3*n)
            if(i%3!=0)
    return f(i+1,n);
        else
return
1.0/i+f(i+1,n);
        else return 0;}
\end{verbatim}
\begin{verbatim}
Limbajul C
float f(int i,int
n)
{ if(i<=3*n)
        if(i%3!=0)
    return f(i+1,n);
        else
return
1.0/i+f(i+1,n);
    else return 0;}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
function
f(i,n:integer):double;
begin
if i<=3*n then
if i mod 3=0 then
f:=f(i+1,n)+1/i
else f:=f(i+1,n)
else f:=0
end;
\end{verbatim}","N/A","$\sum_{i=1}^{3 n} 1 /i$","$\sum_{i=1}^{n} 1 /(3 * i)$","$\sum_{i=1}^{n} 1 / i$","$\sum_{i=1}^{2 n} 1 / i$","$\sum_{i=1}^{n} 1 / (i - 3)$","$\sum_{i=1}^{n} 1 / (i + 3)$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 12","12.12.","Single","Precizați care este valoarea variabilei $\mathbf{x}$, în urma apelului $\mathbf{f}(1)$ al subprogramului $\mathbf{f}$ definit mai jos, pentru $n=4$ și $p=3$.
\begin{verbatim}
Limbajul C++
int s[100],n,p,x;
void f(int k)
{ int i,j,ok;
if(k==p+1) x++;
    else
for(i=1;i<=n;i++)
{s[k]=i;
ok=1;
for(j=1;j<k;j++) 
if(s[k]==s[j]) 
ok=0; 
if(ok) f(k+1);    
}}
\end{verbatim}
\begin{verbatim}
Limbajul C
int s[100],n,p,x;
void f(int k)
{int i,j,ok;
if(k==p+1) x++;
    else
for(i=1;i<=n;i++)
{s[k]=i;
ok=1;
for(j=1;j<k;j++) 
if(s[k]==s[j]) 
ok=0; 
if(ok)f(k+1);     
}}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
type
vector=array[1..100]
of integer;
var n,p,x:integer;
s: vector;
procedure
f(k:integer);
var i,i1,j,ok:integer; 
begin 
if k=p+1 then 
x:=x+1 
else 
if  k=1 then 
 for i1:=1 to n do 
  begin 
   s[k]:=i1; f(k+1); 
  end 
else 
for i:=1 to n do 
 begin 
  s[k]:=i;  
  ok:=1; 
  for j:=1 to k-1 do 
   if s[k]=s[j] then 
     ok:=0; 
  if ok=1 then f(k+1);     
 end; end;
\end{verbatim}","N/A","120","12","10","8","24","60","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 12","12.13.","Single","Precizați numărul maxim de muchii care pot exista într-un graf neorientat cu $\mathbf{n}$ noduri ( $\mathbf{n}$ număr natural cunoscut):","N/A","$n$","$n *(n+1) / 2$","$n *(n-1) / 2$","$n * n *(n-1)$","$n+1$","$n-1$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 12","12.14.","Single","Dacă pentru variabila n se citește valoarea 12 , precizați care este valoarea produsă în urma apelului $f(1, n, n)$ al subprogramului $\mathbf{f}$ definit mai jos:
\begin{verbatim}
Limbajul C++
int f(int a,int b, int n)
{
if(a==b)
    return (n%a==0?1:0);
else
return
f(a,(a+b)/2,n)+f((a+b)/2+1,b,n); }
Limbajul C
int f(int a,int b, int n) 
{    
if(a==b) 
    return (n%a==0?1:0);  
else 
return 
f(a,(a+b)/2,n)+f((a+b)/2+1,b,n);}
Limbajul Pascal
function f(a,b,n:integer):integer; 
begin 
if a=b then  
if n mod a=0 then f:=1 
else f:=0 
else f:=f(a,(a+b) div 2,n)+f((a+b) div 2+1,b,n); 
end;
\end{verbatim}","N/A","0","2","4","6","12","8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 12","12.15.","Single","Indicați ce reprezintă valoarea afișată în urma rulări programului de mai jos:
\begin{verbatim}
Limbajul C++
#include<iostream>
using namespace std;
int f(int n, int k)
{if(k==1||==n) return 1;
        else
        if(k>n)return 0;
        else
        return
            f(n-1,k-1)+k*f(n-1,k); }
        int main()
{ int n, k,s=0;
                cin>>n;
                for(k=1;k<=n;k++)
                    s=s+f(n,k);
                cout<<s; return 0;}
\end{verbatim}
\begin{verbatim}
Limbajul C
#include <stdio.h>
int f(int n, int k)
{if(k==1||k==n) return 1;
        else
            if(k>n)return 0;
            else
        return
            f(n-1,k-1)+k*f(n-1,k); }
    int main()
{ int n, k,s=0;
            scanf(""%d"",&n);
            for(k=1;k<=n;k++)
                s=s+f(n,k);
    printf(""%d"",s); return 0;}
Limbajul Pascal 
function f(n,k:integer):integer; 
begin 
if k=1 then f:=1 
else if k=n then f:=1 
else if k>n then f:=0 
else 
f:=f(n-1,k-1)+k*f(n-1,k);  
end; 
var n,k,s:integer; 
begin 
  readln(n);s:=0; 
  for k:=1 to n do s:=s+f(n,k); 
  writeln(s);readln; 
end. 
\end{verbatim}","N/A","$\boldsymbol{A}_{\boldsymbol{n}}^{\boldsymbol{k}}$","numărul submulțimilor ordonate mulțimii ${\mathbf{1 , 2 . . . n }}$","numărul total al partițiilor mulțimii ${\mathbf{1 , 2 . . . \mathbf { n } }}$","numărul submulțimilor mulțimii ${\mathbf{1 , 2} . . . \mathbf{n}}$","$\boldsymbol{C}_{\boldsymbol{n}}^{\boldsymbol{k}}$","numărul submulțimilor ordonate mulțimii ${\mathbf{1 , 2 . . . k}}$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 13","13.1.","Single","Indicați câte dintre expresiile următoarele au valoarea $\mathbf{1}$ (Limbajul C/C++), respectiv true (Limbajul Pascal) dacă și numai dacă valorile variabilelor a și b sunt numere întregi pare consecutive.
Limbajul C/C++
\begin{verbatim}
1. (a%2)&&(b%2)&&(a-b==2) 
2. (a%2)&&(a-b==2||b-a==2) 
3. !(a%2)&& abs(a-b)==2 
4. !(a%2)&&!(b%2)&& abs(a-b)==2 
5. !!(a%2)&&(a-b==2) 
6. (a%2==0)&&!(abs(a-b)==2)
\end{verbatim}
Limbajul Pascal
\begin{verbatim}
1. (a mod 2<>0) and (b mod 2<>0) and (a-b=2) 
2. (a mod 2<>0) and ((a-b=2) or (b-a=2)) 
3. not(a mod 2<>0) and (abs(a-b)=2) 
4. not(a mod 2<>0) and  not (b mod 2<>0) and  (abs(a-b)=2) 
5. not(not(a mod 2<>0)) and  (a-b=2) 
6. (a mod 2=0) and not(abs(a-b)=2)
\end{verbatim}","N/A","0","1","2","3","4","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 13","13.2.","Single","Precizați ce se va afișa în urma rulării secvenței următoare, în care se consideră că variabilele a și b memorează numere reale.
\begin{verbatim}
Limbajul C++
a=5.2;
b=-3.25;
a-=b;
b*=2;
cout<<ceil(a+b)<<"" ""<<
floor(a-b);
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
a:=5.2;
b:=-3.25;
a:=a-b;
b:=b*2;
write(round(a+b),' ',trunc(a-
b));
Limbajul C 
a=5.2; 
b=-3.25; 
a-=b;  
b*=2; 
printf(""%g %g"",ceil(a+b),floor(a-b));
\end{verbatim}","N/A","-5 8","-4 8","1 14","1 15","2 14","2 15","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 13","13.3.","Single","Precizați ce se afișează la sfârșitul executării secvenței următoare.
\begin{verbatim}
Limbajul C++
void p(int a, int &b)
{ a++;
    b=b*a;
    b-=10;}
int g(int a, int b)
{ a*=10;  
  b+=a; 
  a=b;  
  return a;} 
int main() 
{ int a=2,b=7; 
  p(a,b); 
  cout<<g(b,a);}
Limbajul C 
void p(int a, int *b) 
{ a++; 
  *b=*b*a; 
  *b-=10;} 
int g(int a, int b) 
{ a*=10; 
  b+=a; 
  a=b; 
  return a;} 
int main() 
{ int a=2,b=7; 
  p(a,&b); 
  printf(""%d"",g(b,a)); }
Limbajul Pascal 
var a,b:integer; 
procedure p(a:integer; var 
b:integer); 
begin 
   inc(a);
   b:=b*a; 
   b:=b-10; 
end; 
 
function 
g(a,b:integer):integer; 
begin 
  a:=a*10; 
  b:=b+a; 
  a:=b; 
  g:=a; 
end; 
 
begin 
  a:=2; 
  b:=7; 
  p(a,b); 
  write(g(b,a)); 
end.
\end{verbatim}","N/A","27","41","72","73","112","113","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 13","13.4.","Single","Se consideră subprogramul f definit mai jos. Precizați ce se afișează în urma apelului $f(8)$.
\begin{verbatim}
Limbajul C++
void f(int i)
{ if (i>1)
    if (i%2)
        {f(i-1);
            cout<<i-1<<"" "";}
    else {i--;
            f(i);}
}
Limbajul C 
void f(int i) 
{ if (i>1) 
   if (i%2) 
       {f(i-1); 
        printf(""%d "",i-1);} 
   else {i--;  
         f(i);} 
}
Limbajul Pascal 
procedure f(i:integer); 
begin 
  if i>1 then 
    if i mod 2<>0 then 
        begin 
          f(i-1); 
          write(i-1,' '); 
        end  
    else 
        begin 
          dec(i); 
          f(i); 
        end; 
end;
\end{verbatim}","N/A","2 3 5","2 4 6","3 5 7","5 3 2","6 4 2","7 5 3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 13","13.5.","Single","Precizați ce se va afișa în urma rulării secvenței date, în care se consideră că variabilele $\mathbf{x}$ și $\mathbf{y}$ sunt de tip întreg.
\begin{verbatim}
Limbajul C++
x=5; 
y=2; 
cout<<++x/y+++1; 
cout<<endl<<x<<"" ""<<y;
Limbajul C 
x=5; 
y=2; 
printf(""%d"",++x/y+++1); 
printf(""\n%d %d"",x,y);
Limbajul Pascal 
x:=5; 
y:=2; 
inc(x); 
writeln(x div y+1); 
inc(y); 
writeln(x,' ',y);
\end{verbatim}","N/A","\begin{verbatim}
    4
    6
3
\end{verbatim}","\begin{verbatim}
    4
    6 2
\end{verbatim}","\begin{verbatim}
    4
    5 2
\end{verbatim}","\begin{verbatim}
    3
    6 3
\end{verbatim}","\begin{verbatim}
    3
    6 2
\end{verbatim}","\begin{verbatim}
    3
    5 2
\end{verbatim}","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 13","13.6.","Single","Ș̦tiind că variabila s este de tip şir de caractere, precizați ce se va afișa după executarea următoarei secvențe de instrucţiuni.
\begin{verbatim}
Limbajul C++/ Limbajul C
strcpy(s, ""ExamenUPB"");
for (i=0;i<strlen(s)/2;i++)
    s[i]=s[strlen(s)-i-2];
strcpy(s,s+2);
strcpy(s+strlen(s)-2,
s+strlen(s)-1);
printf(""%s"",s); | cout<<s;
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
s:='ExamenUPB';
for i:=1 to length(s) div 2
do
s[i]:=s[length(s)-i];
delete(s,1,2);
delete(s,length(s)-1,1);
write(s);
\end{verbatim}","N/A","UnenUB","UnenUP","neenUB","neenUP","nennUB","nennUP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 13","13.7.","Single","Indicați care este numărul de comparații executate pentru ordonarea descrescătoare a unui tablou unidimensional cu 50 elemente, prin metoda interschimbării.","N/A","25","49","50","1225","1226","2450","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 13","13.8.","Single","Utilizând metoda backtracking se generează toate codurile formate din cinci caractere distincte ale mulțimii ${\mathbf{a}, \mathbf{b}, \mathbf{c}, \mathbf{d}, \mathbf{e}, \mathbf{f}}$. Primele cinci soluții generate sunt: $a b c d e, a b c d f, a b c e d, a b c e f, a b c f d$. Indicați care sunt codurile generate imediat în faţa soluţiei dcbae, dar și imediat după aceasta.","N/A","dcaef; dcafe","dcafe; dcbaf","dcbaf ; dcbea","dcbfe ; dceab","dcbef; dcbfe","dcbfa; dcbaf","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 13","13.9.","Single","La o cantină se prepară zilnic 5 sortimente pentru felul întâi, 10 pentru felul doi și 6 tipuri de desert. Precizați câte posibilități de a alege un meniu există, știind că un meniu este alcătuit din felul întâi, felul doi și facultativ desert.","N/A","50","80","90","250","300","350","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 13","13.10.","Single","Fie un graf neorientat cu 10 noduri. Gradele vârfurilor acestuia sunt reținute în șirul: 4,2,2,3,3,3,2,4,2,3. Precizați care este numărul de muchii ce trebuie adăugate pentru ca graful să devină complet.","N/A","45","41","31","27","26","17","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 13","13.11.","Single","Fie un graf neorientat complet cu 50 noduri. Precizați care este numărul minim de muchii care trebuie eliminate pentru ca graful să fie hamiltonian.","N/A","0","25","50","612","1175","1225","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 13","13.12.","Single","Precizați câți arbori binari cu $\mathbf{3}$ noduri, numerotate de la $\mathbf{1}$ la $\mathbf{3}$, se pot construi. Un arbore binar este un arbore în care fiecare nod are cel mult doi descendenți direcți (fii), ordonați: fiu stâng, fiu drept. Dacă un nod are un singur descendent trebuie specificat dacă este fiu stâng sau fiu drept.","N/A","6","8","9","21","24","30","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 13","13.13.","Single","Fie arborele cu rădăcină cu nodurile numerotate de la 1 la 15 , reprezentat prin vectorul de tați: $(10,8,4,10,1,4,5,10,8,0,3,5,3,12,3)$. Precizați câți descendenți are nodul 4.","N/A","6","5","4","3","2","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 13","13.14.","Single","Precizați câte grafuri neorientate distincte cu 25 noduri, dintre care cel puțin un nod este izolat, se pot construi.","N/A","$2^{276}$","$2^{300}$","$3 \cdot 2^{279}$","$5^{2} \cdot 2^{276}$","$3 \cdot 2^{303}$","$5^{2} \cdot 2^{300}$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 13","13.15.","Single","Fie secvența de instrucțiuni folosită pentru ridicarea la puterea $\mathbf{p}$ a unei matrice pătratice $\mathbf{a}$, de ordin $\mathbf{n}$. Elementele tabloului a sunt numere întregi, iar $\mathbf{n}$ și $\mathbf{p}$ sunt numere naturale nenule. Variabilele $\mathbf{a}, \mathrm{b}, \mathrm{c}$ sunt tablouri bidimensionale, cu n linii și $\mathbf{n}$ coloane, iar variabilele $\mathbf{i}, \mathbf{j}, \mathbf{k}$ sunt de tip întreg.
\begin{verbatim}
Limbajul C++/ Limbajul C
for(i=1;i<=n;i++)
    for(j=1;j<=n;j++)
        b[i][j]=(i==j);
for(q=1;q<=p;q++)
{for(i=1;i<=n;i++)
    for(j=1;j<=n;j++)
        {c[i][j]=0;
            for(k=1;k<=n;k++)
    c[i][j]=
c[i][j]+b[i][k]*a[k][j];
        }
for(i=1;i<=n;i++)
    for(j=1;j<=n;j++)
        b[i][j]=c[i][j];
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
for i:=1 to n do
    for j:=1 to n do
        if i=j then b[i,j]:=1
        else b[i,j]:=0;
for q:=1 to p do
    begin
        for i:=1 to n do
            for j:=1 to n do
                begin
                    c[i,j]:=0;
                    for k:=1 to n do
c[i,j]:=c[i,j]+b[i,k]*a[k,j];
                end;
            for i:=1 to n do
    for j:=1 to n do
        b[i,j]:=c[i,j];
end;
\end{verbatim}
Precizați de câte ori se execută operația de înmulțire în cadrul secvenței date pentru ridicarea la puterea $\mathbf{p}$ a matricei pătratice a de ordin n .","N/A","$\left(n^{3}\right)^{p}$","$(p+1) \cdot n^{3}$","$p \cdot n^{3}$","$(p-1) \cdot n^{3}$","$p \cdot n^{2}$","$n^{3}$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
